level,topic,subtopic,question label
3,ESRS S1,S1-16,Remuneration ratio
3,ESRS S1,S1-16,"Disclosure of contextual information necessary to understand data, how data has been compiled and other changes to underlying data that are to be considered"
3,ESRS S1,S1-16,Remuneration ratio adjusted for purchasing power differences between countries
4,ESRS S1,S1-16,Disclosure of methodology used for calculation of remuneration ratio adjusted for purchasing power differences between countries
2,ESRS S1,S1-16,Gender pay gap
3,ESRS S1,S1-16,Gender pay gap
1,ESRS S1,S1-17,"Disclosure of number of work-related incidents and (or) complaints and severe human rights impacts within own workforce and any related material fines, sanctions or compensation"
2,ESRS S1,S1-17,"Incidents, complaints and severe human rights impacts"
3,ESRS S1,S1-17,Total number of incidents of discrimination
3,ESRS S1,S1-17,Number of complaints filed through channels for people in own workforce to raise concerns
3,ESRS S1,S1-17,Number of complaints filed to National Contact Points for OECD Multinational Enterprises
3,ESRS S1,S1-17,"Total amount of fines, penalties, and compensation for damages as result of incidents and complaints"
3,ESRS S1,S1-17,"Information about reconciliation of fines, penalties, and compensation for damages as result of incidents and complaints with most relevant amount presented in financial statements"
3,ESRS S1,S1-17,"Disclosure of contextual information necessary to understand data and how data has been compiled (incidents, complaints and severe human rights impacts)"
3,ESRS S1,S1-17,Number of severe human rights incidents connected to own workforce
4,ESRS S1,S1-17,"Number of severe human rights incidents connected to own workforce that are non-respect of UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises"
3,ESRS S1,S1-17,No severe human rights incidents connected to own workforce have occurred
3,ESRS S1,S1-17,"Total amount of fines, penalties, and compensation for damages for severe human rights incidents connected to own workforce"
3,ESRS S1,S1-17,"Information about reconciliation of amount of fines, penalties, and compensation for damages for severe human rights incidents connected to own workforce with most relevant amount presented in financial statements"
3,ESRS S1,S1-17,"Disclosure of status of incidents and (or) complaints and actions taken (incidents, complaints and severe human rights impacts)"
3,ESRS S1,S1-17,Number of severe human rights incidents where undertaking played role securing remedy for those affected
1,ESRS S1,S1-12,Disclosure of percentage of own employees with disabilities
2,ESRS S1,S1-12,Persons with disabilities
3,ESRS S1,S1-12,Percentage of persons with disabilities amongst employees subject to legal restrictions on collection of data
3,ESRS S1,S1-12,Percentage of employees with disabilities
3,ESRS S1,S1-12,Disclosure of contextual information necessary to understand data and how data has been compiled (persons with disabilities)
2,ESRS S1,S1-12,Percentage of employees with disabilities
3,ESRS S1,S1-12,Percentage of employees with disabilities
1,ESRS E2,E2-2,Minimum Disclosure Requirement - actions related to pollution
2,ESRS E2,E2-2,Name or identifier of action (plan)
2,ESRS E2,E2-2,"Name or identifier of related impacts, risks and opportunities"
2,ESRS E2,E2-2,Name or identifier of related policy
2,ESRS E2,E2-2,Disclosure of key action
3,ESRS E2,E2-2,Status of key action
3,ESRS E2,E2-2,Time horizon under which key action is to be completed
3,ESRS E2,E2-2,Year when key action is to be completed
2,ESRS E2,E2-2,Disclosure of expected outcomes of key action and how its implementation contributes to achievement of policy objectives and targets
2,ESRS E2,E2-2,Description of scope of key action
2,ESRS E2,E2-2,Key action is taken to provide for and cooperate in or support provision of remedy for those harmed by actual material impacts
2,ESRS E2,E2-2,Disclosure of quantitative and qualitative information regarding progress of actions or action plans disclosed in prior periods
2,ESRS E2,E2-2,Layer in mitigation hierarchy to which action can be allocated to (pollution)
1,ESRS E2,E2-2,Minimum Disclosure Requirement - resources related to pollution
2,ESRS E2,E2-2,Disclosure of significant operational expenditures (Opex) and (or) capital expenditures (Capex) required for implementation of action plan
3,ESRS E2,E2-2,Name or identifier of action (plan)
3,ESRS E2,E2-2,Description of type of current and future financial and other resources allocated to action plan
3,ESRS E2,E2-2,Ability to implement action or action plan depends on specific preconditions
3,ESRS E2,E2-2,Explanation of how current financial resources relate to most relevant amounts presented in financial statements
1,ESRS E2,E2-2,Minimum Disclosure Requirement - resources related to pollution - detailed
2,ESRS E2,E2-2,Financial resources allocated to action plan (OpEx)
2,ESRS E2,E2-2,Financial resources allocated to action plan (CapEx)
2,ESRS E2,E2-2,Layer in mitigation hierarchy to which resources can be allocated to (pollution)
1,ESRS E2,E2-2,Information about action plans that have been implemented at site-level (pollution)
1,ESRS E2,E2-4,"Disclosure of pollutants emitted through own operations, as well as microplastics generated or used"
2,ESRS E2,E2-4,"Pollution of air, water and soil"
3,ESRS E2,E2-4,Microplastics generated
3,ESRS E2,E2-4,Microplastics used
3,ESRS E2,E2-4,"Description of changes over time (pollution of air, water and soil)"
3,ESRS E2,E2-4,"Description of measurement methodologies (pollution of air, water and soil)"
3,ESRS E2,E2-4,Monitoring is carried out in accordance with EU BREF Standards or another relevant reference benchmark
3,ESRS E2,E2-4,Calibration tests of AMS were undertaken and verification of periodic measurement by independent labs was ensured
4,ESRS E2,E2-4,Disclosure of how calibration tests of AMS were undertaken and verification of periodic measurement by independent labs was ensured
3,ESRS E2,E2-4,Description of process(es) to collect data for pollution-related accounting and reporting
3,ESRS E2,E2-4,Percentage of total emissions of pollutants to water occurring in areas at water risk
4,ESRS E2,E2-4,Percentage of total emissions of pollutants to water occurring in areas of high-water stress
3,ESRS E2,E2-4,Percentage of total emissions of pollutants to soil occurring in areas at water risk
4,ESRS E2,E2-4,Percentage of total emissions of pollutants to soil occurring in areas of high-water stress
3,ESRS E2,E2-4,Disclosure of reasons for choosing inferior methodology to quantify emissions
3,ESRS E2,E2-4,"Disclosure of standard, sectoral study or sources which form basis of estimates, possible degree of uncertainty and range of estimates reflecting measurement uncertainty (pollution)"
3,ESRS E2,E2-4,Activities are subject to Industrial Emission Directive (IED) and relevant Best Available Techniques Reference Documents (BREFs)
4,ESRS E2,E2-4,Disclosure of list of installations operated that fall under IED and EU BAT Conclusions
4,ESRS E2,E2-4,Disclosure of list of any non-compliance incidents or enforcement actions necessary to ensure compliance in case of breaches of permit conditions
4,ESRS E2,E2-4,Disclosure of actual performance and comparison of environmental performance against emission levels associated with best available techniques (BAT-AEL) as described in EU-BAT conclusions
4,ESRS E2,E2-4,Disclosure of actual performance against environmental performance levels associated with best available techniques (BAT-AEPLs) applicable to sector and installation
4,ESRS E2,E2-4,Disclosure of list of any compliance schedules or derogations granted by competent authorities according to Article 15(4) IED that are associated with implementation of BAT-AELs
